instance_id,predicted_score
6930856710792380886,0.1224686920623748
5460409694420131920,0.27323526296124745
982813438159141507,0.10099014682034188
529991959116679673,0.20091998048780332
5357053206615171780,0.0037956438524254844
792454096205931185,0.14380617556408196
7020394095530516431,0.007288544114330904
3223889685220093136,0.24866864615833878
6022950513423196038,0.34006213679165254
8354622923398290680,0.33310235280035305
7690103784039999411,0.3072041992487388
5358262661276445953,0.18260666057753464
85281227856840133,0.40816981280387504
5516720759995212120,0.006240508823139609
6034220552009226001,0.20287078444522172
4346026994855587682,0.0049354127914446756
2510829946206717570,0.2085023738252926
8632119382197977662,0.3056194329400185
3356938582169526102,0.4715880968463451
7717605286446460982,0.2786816272619827
2450583176201953277,0.16568733514213627
3410863231892574446,0.26932685549213187
8044694284337367502,0.038035104233023795
1712279134268828394,0.24483252477287035
6474334951961479792,0.2341462414122258
1424432340593892212,0.10401655439482063
1300143300831179789,0.5346931332323159
525161638962175019,0.0032064937530147343
404978062634711168,0.16925343480633914
7846975449571382741,0.24092435703043683
7707465725765348287,0.2956818708073249
1451165435089769657,0.19826341518905186
4880819240703662923,0.25211369381485554
8193200600377062191,0.2814499286779689
8976343229915975005,0.4822771673514083
5708867796953726912,0.20760433358616542
906224770029928246,0.028414573851466163
6879291773202499653,0.0266700946364412
7803185664649903063,0.2299413000118622
3835264197129506689,0.32956248980515596
6357089742399410065,0.41468580635223506
3489999056039981186,0.38825507990558333
6328385097242996163,0.26778558974365707
8926510830222706093,0.00830739786497717
4171374542620829300,0.02401527195782623
1989482124320642777,0.24999666207372878
7045228873756795362,0.33539973780084564
6029101279559714096,0.05594106285024993
2348916824524652440,0.24601217483779889
4534726606930176854,0.3392007969049704
7276541615048231191,0.03962913107985431
667816998748628782,0.034700202439994624
8534800780735749321,0.25430709326153816
4975449627198501033,0.3005494255857254
6027007405688310772,0.5534820148098608
2299073481653868761,0.2216009643023617
1907287647793659549,0.006696029537448573
7311854026293243656,0.034129835308889786
6066426961509347613,0.026137402448784736
5335147142467894640,0.17673277534592957
9064084951226981198,0.017827223031495126
5326910464384528137,0.0036815266150553574
4112672152598401798,0.08481804681433583
9094622856418341658,0.1981297552033925
5057749582821639096,0.03349374960369105
6134689223933672770,0.10716740463877901
